slug,media,headline,date,publisher,href,iref,Customer,Product,Finance,Operations,Partner,Competitor,Environment
alaska-air-saver-fare,article,Flyers vote with their wallets,2014-11-03,The Economist,https://www.economist.com/gulliver/2014/11/03/flyers-vote-with-their-wallets,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/The_Economist_Logo.svg/1920px-The_Economist_Logo.svg.png,1,,,,,1,1
alaska-air-saver-fare,analysis,4 Reasons Airline Load Factors Will Never Reach 100%,2015-08-19,Seeking Alpha,https://seekingalpha.com/article/3452476-4-reasons-airline-load-factors-will-never-reach-100-percent,https://static.seekingalpha.com/uploads/2015/8/18/28724075-14399066787324603-Three-Point-Aviation-Services-LLC.jpg,,,1,1,,,
alaska-air-saver-fare,article,How Much of Your $355 Ticket Is Profit for Airlines?,2018-02-14,The Wall Street Journal,https://www.wsj.com/articles/how-much-of-your-355-ticket-is-profit-for-airlines-1518618600,https://s.wsj.net/public/resources/images/BN-XL663_MIDSEA_P_20180213145608.jpg,,,1,,,,1
alaska-air-saver-fare,article,JetBlue Joins Airlines Selling Basic Economy Tickets,2018-07-28,The Wall Street Journal,https://www.wsj.com/articles/jetblue-joins-airlines-selling-basic-economy-tickets-1538161879,https://images.wsj.net/im-28563/?width=700&size=1.5,,,,,,1,
alaska-air-saver-fare,article,Alaska Airlines-Virgin America merger still a work in progress,2018-10-13,Forbes,https://www.forbes.com/sites/michaelgoldstein/2018/06/13/alaska-airlines-virgin-america-merger-still-a-work-in-progress/?sh=33360de76a31,https://imageio.forbes.com/specials-images/dam/imageserve/8c5f19cc00d6490aa2d943462d0c89a6/960x0.jpg?format=jpg&width=1440,,1,,1,,,
alaska-air-saver-fare,article,From Tardy to On-Time: Spirit Airlines Tries to Shed Old Image,2018-12-27,The Wall Street Journal,https://www.wsj.com/articles/from-tardy-to-on-time-spirit-airlines-tries-to-shed-old-image-11545919200,https://s.wsj.net/public/resources/images/B3-CT268_spirit_ER_20181224153211.jpg,,,,,,1,
alaska-air-saver-fare,article,Airlines Strike a Delicate Balance When Selling Discount Tickets,2019-03-21,Skift,https://skift.com/2019/03/21/airlines-strike-a-delicate-balance-when-selling-discount-tickets/,https://skift.com/wp-content/uploads/2019/03/Alaska-Airlines-Airbus-A321-Interior.jpg,1,1,,,,,
alaska-air-saver-fare,spreadsheet,Selected Alaska Airlines data and competitor comparisons,2020-01-28,"Stephen Jones, Ph.D.",https://docs.google.com/spreadsheets/d/1SENja-8mw2sbaH2LdSpYZzk2AIjFXH02qewb9zxYR04/edit#gid=0,google-sheets-2020-logo.gif,,,1,,,1,
alaska-air-saver-fare,article,The World After Covid Could Shake Up Business Flights,2020-11-22,The Wall Street Journal,https://www.wsj.com/articles/the-world-after-covid-could-shake-up-business-flights-11606058298,https://images.wsj.net/im-263649/?width=700&size=1.5,1,1,,,,,1
alaska-air-saver-fare,article,The Covid Pandemic Could Cut Business Travel by 36%—Permanently,2020-12-01,The Wall Street Journal,https://www.wsj.com/articles/the-covid-pandemic-could-cut-business-travel-by-36permanently-11606830490,https://images.wsj.net/im-266324/?width=700&size=1.5,1,,,,,,1
alaska-air-saver-fare,article,"Despite It All, Two New U.S. Airlines Prepare to Fly",2021-03-16,The New York Times,https://www.nytimes.com/2021/03/16/travel/airlines-breeze-avelo-usa.html,https://static01.nyt.com/images/2021/03/17/travel/05new-airlines-print/05new-airlines-print-superJumbo-v2.jpg?quality=75&auto=webp,,,,,,1,
alaska-air-saver-fare,article,Alaska Airlines becomes ‘truly global’ with entry into oneworld,2021-04-01,Aviation Week Network,https://aviationweek.com/air-transport/airports-networks/alaska-airlines-becomes-truly-global-entry-oneworld,https://aviationweek.com/sites/default/files/styles/crop_freeform/public/2023-06/210331_oneworld_alliance_alaska_airlines_joins_oneworld_news_article.jpeg?itok=1YEbMHr3,,1,,1,1,,
alaska-air-saver-fare,slide deck,Alaska Air selected information,2021-12-17,"Stephen Jones, Ph.D.",https://docs.google.com/presentation/d/1RUzpaGcZnku7qL80wElTR4MotFIgf_jtEZXBKjQQz2c/edit#slide=id.g261279ea87d_0_21,google-slides-2020-logo.png,,,1,1,,1,
alaska-air-saver-fare,article,What Is An Airline's Load Factor And Why Does It Matter?,2022-10-27,Simple Flying,https://simpleflying.com/load-factor/,https://static1.simpleflyingimages.com/wordpress/wp-content/uploads/2022/10/GettyImages-1244170027.jpg?q=50&fit=contain&w=1140&h=&dpr=1.5,,,1,1,,,
alaska-air-saver-fare,article,Airlines Are Bumping a Lot More Passengers Lately,2023-01-19,The Wall Street Journal,https://www.wsj.com/articles/oversold-flights-bump-involuntary-voluntary-vouchers-11674067731,https://images.wsj.net/im-705414/?width=1278&size=1,,,,1,,1,1
alaska-air-saver-fare,article,The best airlines in the U.S. for 2023,2023-05-24,The Points Guy,https://thepointsguy.com/news/best-us-airlines-2023/,https://thepointsguy.global.ssl.fastly.net/us/originals/2023/05/Featured-Image-2.jpg?width=1920,,,,,,1,
amazon-grocery,article,Amazon’s Newest Ambition: Competing Directly With UPS and FedEx,2016-09-27,The Wall Street Journal,https://www.wsj.com/articles/amazons-newest-ambitioncompeting-directly-with-ups-and-fedex-1474994758,https://s.wsj.net/public/resources/images/BN-PY855_0923am_P_20160923174544.jpg,,,,1,,,
amazon-grocery,article,Amazon Expands Into Ocean Freight,2017-01-25,The Wall Street Journal,https://www.wsj.com/articles/amazon-expands-into-ocean-freight-1485357884,https://s.wsj.net/public/resources/images/BN-RU226_amznoc_OR_20170125101205.jpg,,,,1,,,
amazon-grocery,article,Amazon to Launch Grocery Pickup Stores in Seattle,2017-03-28,The Wall Street Journal,https://www.wsj.com/articles/amazon-to-launch-grocery-pickup-stores-in-seattle-1490712483,https://s.wsj.net/public/resources/images/BN-SR862_30GoL_P_20170328174128.jpg,,1,,,,,
amazon-grocery,article,An industry shudders as Amazon buys Whole Foods for $13.7bn,2017-06-16,The Economist,https://www.economist.com/business/2017/06/16/an-industry-shudders-as-amazon-buys-whole-foods-for-137bn,"https://www.economist.com/cdn-cgi/image/width=834,quality=80,format=auto/sites/default/files/images/2017/06/articles/main/20170624_blp901.jpg",,1,,1,,,
amazon-grocery,article,Amazon to Buy Whole Foods for $13.7 Billion,2017-06-16,The Wall Street Journal,https://www.wsj.com/articles/amazon-to-buy-whole-foods-for-13-7-billion-1497618446,https://s.wsj.net/public/resources/images/BN-TX271_wholef_P_20170616151337.jpg,,1,,1,,,
amazon-grocery,analysis,Why Amazon Bought Whole Foods,2017-06-16,The Atlantic,https://www.theatlantic.com/business/archive/2017/06/why-amazon-bought-whole-foods/530652/,https://cdn.theatlantic.com/thumbor/FfLX2zRxJLUpb853jH0P0pu5jD4=/0x183:3500x2152/976x549/media/img/mt/2017/06/RTSFTYK_1/original.jpg,1,1,,1,,,1
amazon-grocery,article,"Amazon’s big, fresh deal with Whole Foods",2017-06-24,The Economist,https://www.economist.com/business/2017/06/24/amazons-big-fresh-deal-with-whole-foods,"https://www.economist.com/cdn-cgi/image/width=834,quality=80,format=auto/sites/default/files/20170624_WBP503.jpg",,1,,1,,1,
amazon-grocery,article,Amazon’s Cashierless ‘Go’ Convenience Store Set to Open,2018-01-21,The Wall Street Journal,https://www.wsj.com/articles/amazons-cashierless-go-convenience-store-set-to-open-1516546801,https://s.wsj.net/public/resources/images/BN-XC188_37UWE_P_20180120211551.jpg,,1,,1,,,
amazon-grocery,review,"Inside Amazon’s surveillance-powered, no-checkout convenience store",2018-01-21,Tech Crunch,https://techcrunch.com/2018/01/21/inside-amazons-surveillance-powered-no-checkout-convenience-store/,https://techcrunch.com/wp-content/uploads/2018/01/tc_amazon_go-1180007.jpg?w=1390&crop=1,,1,,1,,,
amazon-grocery,article,Amazon to Deliver Whole Foods Groceries,2018-02-08,The Wall Street Journal,https://www.wsj.com/articles/amazon-to-deliver-whole-foods-groceries-1518066000,https://s.wsj.net/public/resources/images/BN-XJ524_39uYf_OR_20180207200742.jpg,,1,,1,,,
amazon-grocery,analysis,How Whole Foods Gives Amazon a Boost,2018-06-13,The Wall Street Journal,https://www.wsj.com/articles/how-whole-foods-gives-amazon-a-boost-1528882200,https://images.wsj.net/im-14074/?width=700&size=1.5,1,1,,1,,,
amazon-grocery,article,"New Era at Amazon’s Whole Foods Grates on Some Suppliers, Employees",2018-07-02,The Wall Street Journal,https://www.wsj.com/articles/new-era-at-amazons-whole-foods-grates-on-some-suppliers-employees-1530526964,https://images.wsj.net/im-16344/?width=700&size=1.5,,,,1,,,
amazon-grocery,article,Brick-and-mortar retailers narrow gap with Amazon,2019-03-18,Supermarket News,https://www.supermarketnews.com/online-retail/brick-and-mortar-retailers-narrow-gap-amazon,https://www.supermarketnews.com/sites/supermarketnews.com/files/styles/article_featured_standard/public/Walmart_curbside_pickup_drive-thr1000.png?itok=RX4Necno,,,,,,1,
amazon-grocery,article,How Amazon Goes Small to Make It in New York,2019-04-01,The Wall Street Journal,https://www.wsj.com/articles/how-amazon-goes-small-to-make-it-in-new-york-11554112800,https://images.wsj.net/im-63500/?width=700&size=1.5,,,,1,,,
amazon-grocery,article,America’s Biggest Supermarket Company Struggles With Online Grocery Upheaval,2019-04-21,The Wall Street Journal,https://www.wsj.com/articles/americas-biggest-supermarket-company-struggles-with-online-grocery-upheaval-11555877123,https://si.wsj.net/public/resources/images/B3-DT706_201904_IM_20190419160516.jpg,,,,,,1,
amazon-grocery,article,‘There are some real sales to be had there’: Costco is finally figuring out its e-commerce strategy,2019-06-03,Digiday,https://digiday.com/marketing/real-sales-costco-finally-figuring-e-commerce-strategy/,https://digiday.com/wp-content/themes/digiday/client/new-assets/images/digiday_logo.svg,,,,,,1,
amazon-grocery,article,Walmart Wants to Put Groceries Into Your Fridge,2019-06-07,The Wall Street Journal,https://www.wsj.com/articles/walmart-wants-to-put-groceries-into-your-fridge-11559880060,https://images.wsj.net/im-80230/?width=700&size=1.5,,,,,,1,
amazon-grocery,article,"Safeway Owner, Rival Grocers Bet on Smaller Warehouses",2019-12-12,The Wall Street Journal,https://www.wsj.com/articles/safeway-owner-rival-grocers-bet-on-smaller-warehouses-11576152005,https://images.wsj.net/im-135499/?width=700&size=1.5,,,,,,1,
amazon-grocery,article,Walmart’s Secret Weapon to Fight Off Amazon: The Supercenter,2019-12-21,The Wall Street Journal,https://www.wsj.com/articles/walmarts-secret-weapon-to-fight-off-amazon-the-supercenter-11576904460,https://images.wsj.net/im-137759?width=3000&height=2000,,,,,,1,
amazon-grocery,article,Welcome to Walmart. The Robot Will Grab Your Groceries.,2020-01-08,The Wall Street Journal,https://www.wsj.com/articles/welcome-to-walmart-the-robot-will-grab-your-groceries-11578499200,https://images.wsj.net/im-141878/?width=700&size=1.5,,,,,,1,
amazon-grocery,video review,Inside the New Amazon Go Grocery Store,2020-03-07,Uptin,https://www.youtube.com/watch?v=Uutal2M4VXQ&t=158s,https://i.ytimg.com/vi/Uutal2M4VXQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhWNjxas0iggmt020BG6dpT2Y8IA,,1,,,,,
amazon-grocery,article,Costco Buys Logistics Firm From Sears Owner for $1 Billion,2020-03-17,The Wall Street Journal,https://www.wsj.com/articles/costco-buys-logistics-firm-from-sears-owner-for-1-billion-11584469810,https://images.wsj.net/im-165529/?width=700&size=1.5,,,,,,1,
amazon-grocery,article,Walmart Tries Again to Find Its Answer to Amazon Prime,2020-09-01,The Wall Street Journal,https://www.wsj.com/articles/walmart-tries-again-to-find-its-answer-to-amazon-prime-11598932860,https://images.wsj.net/im-227189/?width=700&size=1.5,,,,,,1,
amazon-grocery,video,Behind the scenes of the robots packing your shopping,2020-11-15,The Gadget Show,https://www.youtube.com/watch?v=6KLHuLgbBRg,https://i.ytimg.com/vi/6KLHuLgbBRg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxVUXX-IZ7RR0Zx4OfgJFc9A6Fow,,,,1,,1,
amazon-grocery,video review,I went inside Amazon's Grocery Store: Smart Carts & No Cashiers!,2021-06-25,Monica Church,https://www.youtube.com/watch?v=Ts_iNrZSwPU&t=20s,https://i.ytimg.com/vi/Ts_iNrZSwPU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLv6Xb_6Oz3NYUteUp5AyNMSvAhQ,,1,,,,,
amazon-grocery,article,"Walmart vastly expands its straight-to-your-fridge service as grocery delivery war with Amazon, Instacart, and DoorDash heats up",2022-01-05,Yahoo! Finance,https://finance.yahoo.com/news/walmart-vastly-expands-straight-fridge-170226722.html,https://s.yimg.com/ny/api/res/1.2/kIBJ4QVfiukfxeu5_cq.hg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY0MDtjZj13ZWJw/https://media.zenfs.com/en/fortune_175/f476fc8b8dbd40f80edf8e8d59d9e6cb,,,,,,1,
amazon-grocery,article,Amazon eyes suburbs with larger Go format,2022-01-25,Supermarket News,https://www.supermarketnews.com/retail-financial/amazon-eyes-suburbs-larger-go-format,https://www.supermarketnews.com/sites/supermarketnews.com/files/styles/article_featured_standard/public/Amazon_Go-suburban_format-Mill_Creek_WA-rendering_1.png?itok=zIyPAli3,,1,,,,,
amazon-grocery,article,"Amazon Fresh, Whole Foods traffic trends show two-pronged strategy",2022-01-26,Supermarket News,https://www.supermarketnews.com/retail-financial/amazon-fresh-whole-foods-traffic-trends-show-two-pronged-strategy,https://www.supermarketnews.com/sites/supermarketnews.com/files/styles/article_featured_standard/public/Amazon_Fresh-Whole_Foods-storefronts.jpg?itok=y_lu2MhW,1,1,,,,,
amazon-grocery,article,Grocery retail experts take a closer look at Amazon Fresh,2022-01-27,Supermarket News,https://www.supermarketnews.com/retail-financial/grocery-retail-experts-take-closer-look-amazon-fresh,https://www.supermarketnews.com/sites/supermarketnews.com/files/styles/article_featured_standard/public/Amazon_Fresh_supermarket-produce_dept_1.jpg?itok=8iOwwNAh,,1,,1,,,
amazon-grocery,analysis,Grocers Need Not Fear Amazon—for Now,2022-01-28,The Wall Street Journal,https://www.wsj.com/articles/grocers-need-not-fear-amazonfor-now-11621692001,https://images.wsj.net/im-342320/?width=700&size=1.5,,,,1,,1,
amazon-grocery,review,Walmart Plus and Amazon Prime both feature same-day grocery delivery. I ordered from both — here's how they compare.,2022-01-29,Business Insider,https://www.businessinsider.com/guides/deals/walmart-plus-vs-amazon-fresh-grocery-delivery,https://i.insider.com/605b5b93106eb50019d05546?width=1000&format=jpeg&auto=webp,,1,,,,1,
amazon-grocery,article,Amazon quietly began building a grocery chain during pandemic,2022-01-30,The Wall Street Journal,https://www.wsj.com/articles/amazon-opens-cashierless-supermarket-in-latest-push-to-sell-food-11582617660,https://images.wsj.net/im-157273/IM,,1,,1,,,
amazon-grocery,analysis,3 Reasons For Amazon To Reconsider Its Whole Foods Strategy,2022-01-31,Seeking Alpha,https://seekingalpha.com/article/4244216-3-reasons-for-amazon-to-reconsider-whole-foods-strategy,https://static.seekingalpha.com/uploads/2019/2/25/9028031-1551145125056558.png,,,1,1,,,
amazon-grocery,article,Amazon to Launch New Grocery-Store Business,2022-02-01,The Wall Street Journal,https://www.wsj.com/articles/amazon-to-launch-new-grocery-store-business-sources-say-11551461887,https://images.wsj.net/im-57265/?width=700&size=1.5,,1,,,,,
amazon-grocery,article,Exclusive: Amazon-owned Whole Foods scraps smaller 365 store expansion,2022-02-02,Yahoo! Finance,https://finance.yahoo.com/news/amazonowned-whole-foods-scraps-smaller-365-store-expansion-203543290.html,https://s.yimg.com/ny/api/res/1.2/YqZF1IG8ENBiG5VrleeHxw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTk2MDtjZj13ZWJw/https://img.huffingtonpost.com/asset/5c38f2a33b000033006889a9.jpg,,1,,1,,,
amazon-grocery,article,Amazon Tests Its Cashierless Technology for Bigger Stores,2022-02-03,The Wall Street Journal,https://www.wsj.com/articles/amazon-tests-its-cashierless-technology-for-bigger-stores-1543776320,https://images.wsj.net/im-39944/?width=700&size=1.5,,1,,1,,,
amazon-grocery,article,New robots—smarter and faster—are taking over warehouses,2022-02-12,The Economist,https://www.economist.com/science-and-technology/a-new-generation-of-smarter-and-faster-robots-are-taking-over-distribution-centres/21807595,"https://www.economist.com/cdn-cgi/image/width=834,quality=80,format=auto/sites/default/files/images/2022/02/articles/main/20220212_stp004.jpg",,,,1,,,
amazon-grocery,video,Amazon vs. Walmart: How the Giants Look to Each Other to Best Each Other,2022-04-20,The Wall Street Journal,https://www.youtube.com/watch?v=vx_XGfGB2VE,hqdefault_256200.webp,,,,1,,1,
amazon-grocery,slide deck,Grocery delivery in the U.S.,2022-05-01,Statista,https://www.statista.com/download/MTcwMDE5MDM2OSMjMzQ1MDA2OCMjMTEyNjcwIyMxIyNudWxsIyNTdHVkeQ==,https://cdn.statcdn.com/Study/110000/112670_cover.png,1,,,,,1,1
amazon-grocery,slide deck,Online grocery shopping in the United States,2022-12-01,Statista,https://www.statista.com/download/MTcwMDE5MDM3NSMjMzQ1MDA2OCMjMjA4MjAjIzEjI3BkZiMjU3R1ZHk=,https://cdn.statcdn.com/Study/20000/20820-retina.png,1,,,,,1,1
amazon-grocery,article,Why Amazon Isn’t Checking Out of Groceries,2023-05-23,The Wall Street Journal,https://www.wsj.com/articles/amazon-groceries-fresh-go-13f27a93,https://images.wsj.net/im-777936/?width=2000&size=1.949,,,,1,,1,
amazon-grocery,analysis,Supermarkets Are Losing This Food Fight,2023-07-21,The Wall Street Journal,https://www.wsj.com/articles/supermarkets-competition-costco-walmart-aldi-4f3c0d0c,https://images.wsj.net/im-819035/?width=2000&size=1.949,,,,,,1,1
amazon-grocery,podcast,Grocery dominance in the digital age,2023-08-10,The Economist,https://www.economist.com/podcasts/2023/08/10/grocery-dominance-in-the-digital-age,"https://www.economist.com/cdn-cgi/image/width=960,quality=80,format=auto/content-assets/images/20230812_PDP506.jpg",,,,,,1,1
amazon-grocery,slide deck,Grocery delivery: Amazon / Amazon Fresh / Amazon Pantry users in the United States,2023-09-01,Statista,https://www.statista.com/download/MTcwMDE5MDczNyMjMzQ1MDA2OCMjOTI4NzEjIzEjI251bGwjI1N0dWR5,https://cdn.statcdn.com/Study/90000/92871-retina.png,1,,,,,,
amazon-grocery,video,Amazon’s Same-Day Delivery Strategy: How Much Faster Can It Go?,2023-11-08,The Wall Street Journal,https://www.youtube.com/watch?v=QlbuY24alSk,https://i.ytimg.com/vi/QlbuY24alSk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCK9Yx-rzKUEdGtWIfHDKeMXB6l6g,,,,1,,1,
amazon-grocery,article,Amazon is expanding Fresh grocery deliveries to more non-Prime members,2023-11-09,The Verge,https://www.theverge.com/2023/11/9/23953991/amazon-fresh-grocery-deliveries-expansion,https://duet-cdn.vox-cdn.com/thumbor/0x0:2640x1486/640x427/filters:focal(1320x743:1321x744):format(webp)/cdn.vox-cdn.com/uploads/chorus_asset/file/25071019/amazon_fresh_delivery.jpg,,1,,,,,
amazon-grocery,sec filing,"Form 10-K for the fiscal year ended December 31, 2023",2024-04-14,"Amazon, Inc.",https://www.sec.gov/ix?doc=/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Seal_of_the_United_States_Securities_and_Exchange_Commission.svg/220px-Seal_of_the_United_States_Securities_and_Exchange_Commission.svg.png,,1,1,1,,,
choice-targeting,article,Choice Hotels to launch brand catering to midrange market,2005-01-19,The Wall Street Journal,https://www.wsj.com/articles/SB110609687995529664,https://images.wsj.net/im-787228?width=700&size=1.5005861664712778&pixel_ratio=2,1,,,1,1,,
choice-targeting,article,Hilton to launch new brand aimed at young professionals,2019-12-24,The Wall Street Journal,https://www.wsj.com/articles/hilton-to-launch-new-brand-aimed-at-young-professionals-11577188920,https://images.wsj.net/im-138984/?width=700&size=1.5&pixel_ratio=2,,,,,,1,
choice-targeting,spreadsheet,Hilton Worldwide (HLT) profitability,2019-12-31,"Stephen Jones, Ph.D.",https://docs.google.com/spreadsheets/d/1zPzlmc7vgvgVSbuA4vvNlGGKrL4U9kYZXHty1wynBpM/edit#gid=158344770,google-sheets-2020-logo.gif,,,,,,1,
choice-targeting,spreadsheet,Choice Hotels Int'l (CHH) profitability,2019-12-31,"Stephen Jones, Ph.D.",https://docs.google.com/spreadsheets/d/1ka_WiAULMWIRLYpgT5aCAOqfWoiZkOxfK1YW0IMUFGM/edit#gid=611140986,google-sheets-2020-logo.gif,,,1,,,,
choice-targeting,sec filing,"Form 10-K for the fiscal year ended December 31, 2019",2020-03-02,"Choice Hotels International, Inc.",https://d18rn0p25nwr6d.cloudfront.net/CIK-0001046311/db7e4703-8f68-422b-87b9-995cf4326032.pdf,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Seal_of_the_United_States_Securities_and_Exchange_Commission.svg/220px-Seal_of_the_United_States_Securities_and_Exchange_Commission.svg.png,,,1,,,,
choice-targeting,article,"Operators sue Choice Hotels over supplier program, fees, alleged discrimination",2020-06-15,The Wall Street Journal,https://www.wsj.com/articles/operators-sue-choice-hotels-over-supplier-program-fees-alleged-discrimination-11592235026#,https://images.wsj.net/im-198458/?width=700&size=1.5&pixel_ratio=2,,,,1,1,,
choice-targeting,article,How hotel companies are surviving the coronavirus,2020-08-13,The Wall Street Journal,https://www.wsj.com/articles/how-hotel-companies-are-surviving-the-coronavirus-11597314115,https://images.wsj.net/im-220373/?width=700&size=1.5&pixel_ratio=2,,,,,,,1
choice-targeting,article,Hotelbeds signs strategic agreement with Choice Hotels,2020-08-20,Hotel Business,https://hotelbusiness.com/hotelbeds-signs-strategic-agreement-with-choice-hotels/,https://hotelbusiness.com/wp-content/uploads/2020/08/Hotelbeds-Choice.jpg,,,,,1,,
choice-targeting,article,Roadside hotels are resting relatively easy during the pandemic,2020-09-25,The Wall Street Journal,https://www.wsj.com/articles/roadside-hotels-are-resting-relatively-easy-during-the-pandemic-11601026210,https://images.wsj.net/im-235714/?width=700&size=1.5&pixel_ratio=2,,,,,,,1
choice-targeting,article,Drive-to travel helps Choice Hotels return to profits,2020-11-05,Skift,https://skift.com/2020/11/05/drive-to-travel-helps-choice-hotels-return-to-profits/,https://449646.fs1.hubspotusercontent-na1.net/hubfs/449646/Skift%20Daily%20Newsletter.png,,,,1,,,
choice-targeting,article,Marriott returns to profitability as it sheds expenses,2020-11-06,The Wall Street Journal,https://www.wsj.com/articles/marriott-international-posts-3q-profit-11604665677,https://images.wsj.net/im-256183/?width=700&size=1.5&pixel_ratio=2,,,,,,1,
choice-targeting,article,Choice taps Zoox Media to analyze guest preferences,2020-12-03,Hotel Management,https://www.hotelmanagement.net/tech/choice-taps-zoox-media-to-analyze-guest-preferences,"https://qtxasset.com/cdn-cgi/image/w=850,h=478,f=auto,fit=crop,g=0.5x0.5/https://qtxasset.com/quartz/qcloud1/media/image/Choice%20Hotels%20Internationa%2C%20Phoenix%20Corporate%20Headquarters.jpeg?VersionId=.flxreUjQzvcWctal7tjhksLySlqZ6SS",,,,,1,,
cvs-health-acquisitions,article,"CVS, Caremark Unite to Create Drug-Sale Giant",2006-11-02,The Wall Street Journal,https://www.wsj.com/articles/SB116238296523810065,https://s.wsj.net/public/resources/images/HC-DS300_Ryan_20051018133644.gif,1,1,,1,1,,
cvs-health-acquisitions,article,"Drugstores Play Doctor: Physicals, Flu Diagnosis, and More",2014-04-07,The Wall Street Journal,https://www.wsj.com/articles/SB10001424052702304819004579487412385359986,https://s.wsj.net/public/resources/images/PJ-BU132_YHEALT_P_20140407163619.jpg,,1,,,,,
cvs-health-acquisitions,video,Health Insurance Explained – The YouToons Have It Covered,2014-11-11,Kaufman Family Foundation,https://www.youtube.com/watch?v=-58VD3z7ZiQ,hqdefault_154200.webp,,,,,,,1
cvs-health-acquisitions,article,"CVS to Buy Aetna for $69 Billion, Combining Major Health-Care Players",2017-12-03,The Wall Street Journal,https://www.wsj.com/articles/cvs-to-buy-aetna-for-69-billion-1512325099,https://s.wsj.net/public/resources/images/BN-VV052_2PDph_OR_20171026154710.jpg,1,1,,1,1,,
cvs-health-acquisitions,article,Will CVS Health Deal to Buy Aetna Hold Up to Antitrust Scrutiny?,2017-12-03,The Wall Street Journal,https://www.wsj.com/articles/will-cvs-health-deal-to-buy-aetna-hold-up-to-antitrust-scrutiny-1512343663,https://s.wsj.net/public/resources/images/BN-WK269_3h4Kz_G_20171201172132.jpg,,,,,,,1
cvs-health-acquisitions,analysis,Why the CVS-Aetna Merger Could Benefit Consumers,2017-12-03,The New York Times,https://www.nytimes.com/2017/12/03/upshot/why-the-giant-cvs-aetna-merger-could-benefit-consumers.html,https://static01.nyt.com/images/2017/12/01/upshot/00up-cvs/merlin_129299246_0428a53d-6e9a-4cdc-90ed-29b7e9a1f6b1-jumbo.jpg,1,1,,1,,,
cvs-health-acquisitions,article,The CVS-Aetna Gamble: A Health-Care Giant Not Built Around Doctors,2017-12-04,The Wall Street Journal,https://www.wsj.com/articles/the-cvs-aetna-gamble-a-health-care-giant-not-built-around-doctors-1512411933,https://s.wsj.net/public/resources/images/BN-WK681_3jK0R_12H_20171204091403.jpg,,1,,1,,,
cvs-health-acquisitions,video,Why CVS Thinks It Can Revolutionize Health Care,2018-12-13,CNBC,https://www.youtube.com/watch?v=N-yMZCFEAmM,why-cvs-thinks-it-can-revolutionize-health-care.png,,1,,1,,,
cvs-health-acquisitions,video,CVS debuts “Health Hub” stores,2019-02-15,Nightly Business Report,https://www.youtube.com/watch?v=dTTxIpxI_SA,mqdefault_6s.webp,1,1,,,,,
cvs-health-acquisitions,article,"CVS, Walgreens Look to the Chronically Ill for a Pharmacy Cure",2019-04-04,The Wall Street Journal,https://www.wsj.com/articles/cvs-walgreens-look-to-the-chronically-ill-for-a-pharmacy-cure-11554382805,https://images.wsj.net/im-64466/?width=540&size=1.5,1,,,,,,
cvs-health-acquisitions,video,How Drug Prices Work,2019-05-28,The Wall Street Journal,https://www.wsj.com/video/series/news-explainers/how-drug-prices-work/C9D3F950-DFE3-4E37-9120-836D411A9A66,how-drug-prices-work.png,,,,,,,1
cvs-health-acquisitions,analysis,CVS Health: Will This Giant's Scale and Scope Confound Its Vision for Healthcare?,2019-06-12,Drug Channels Institute,https://www.drugchannels.net/2019/06/cvs-health-will-this-giants-scale-and.html,2019-CVS-Investor-Day-Full-Presentation-29.png,,,1,1,,,
cvs-health-acquisitions,article,CVS Taps Aetna Executive Karen Lynch as Next CEO,2020-11-06,The Wall Street Journal,https://www.wsj.com/articles/cvs-records-3q-profit-as-revenue-grows-11604664340,https://images.wsj.net/im-241143/?width=540&size=1.5,,,,1,1,,
cvs-health-acquisitions,article,CVS Health Signals Re-entry Into ACA Marketplaces,2021-02-16,The Wall Street Journal,https://www.wsj.com/articles/cvs-health-signals-re-entry-into-aca-marketplaces-11613487368,https://images.wsj.net/im-298904/?width=540&size=1.5,,1,,,,,
cvs-health-acquisitions,article,States Probe Business Practices of Pharmacy Benefit Managers,2021-05-11,The Wall Street Journal,https://www.wsj.com/articles/states-probe-business-practices-of-pharmacy-benefit-managers-11620730804,https://images.wsj.net/im-336090/?width=540&size=1.5,,,,,,,1
cvs-health-acquisitions,article,"CVS Wants to Be Your Therapist, Too",2021-08-29,The Wall Street Journal,https://www.wsj.com/articles/cvs-wants-to-be-your-therapist-too-11630238400,https://images.wsj.net/im-392361/?width=700&size=1.5,,1,,,,,
